ULCS_NO,SCHOOL_YEAR,INCIDENT_TYPE,INCIDENT_COUNT,SCHOOL_ID
"2450","2013-2014","DISORDERLY CONDUCT",13,"245"
"2450","2013-2014","WEAPONS",3,"245"
"2630","2013-2014","BURGLARY",0,"263"
"2670","2013-2014","ASSAULTS",1,"267"
"1490","2013-2014","WEAPONS",1,"149"
"1580","2013-2014","THREATS",0,"158"
"5680","2013-2014","FIRE - INCENDIARY",0,"568"
"5680","2013-2014","VANDALISM",3,"568"
"6210","2013-2014","BULLYING",0,"621"
"6210","2013-2014","WEAPONS",1,"621"
"6230","2013-2014","TRESPASSING",0,"623"
"6300","2013-2014","SUICIDE",0,"630"
"6410","2013-2014","TAKE OFF",0,"641"
"6540","2013-2014","WEAPONS",2,"654"
"8020","2013-2014","FIRE - INCENDIARY",1,"802"
"4220","2013-2014","DISORDERLY CONDUCT",8,"422"
"4280","2013-2014","BURGLARY",2,"428"
"8120","2013-2014","BURGLARY",0,"812"
"8140","2013-2014","ASSAULTS",17,"814"
"8200","2013-2014","BURGLARY",0,"820"
"8210","2013-2014","VANDALISM",0,"821"
"8320","2013-2014","THREATS",4,"832"
"8420","2013-2014","BURGLARY",0,"842"
"8430","2013-2014","THEFT",0,"843"
"2160","2013-2014","TRESPASSING",0,"216"
"2190","2013-2014","ASSAULTS",1,"219"
"2320","2013-2014","SUICIDE",0,"232"
"2390","2013-2014","BURGLARY",0,"239"
"2390","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"239"
"2470","2013-2014","SUICIDE",0,"247"
"2490","2013-2014","BURGLARY",0,"249"
"2510","2013-2014","THEFT",0,"251"
"2520","2013-2014","TRESPASSING",0,"252"
"2520","2013-2014","VANDALISM",0,"252"
"2630","2013-2014","THREATS",0,"263"
"2650","2013-2014","HARASSMENT",0,"265"
"2720","2013-2014","DISORDERLY CONDUCT",9,"272"
"7300","2013-2014","TAKE OFF",0,"730"
"7380","2013-2014","ROBBERY",0,"738"
"7460","2013-2014","FIRE - INCENDIARY",0,"746"
"7460","2013-2014","TAKE OFF",0,"746"
"7470","2013-2014","BULLYING",0,"747"
"7470","2013-2014","MORALS OFFENSES",0,"747"
"7510","2013-2014","TRESPASSING",0,"751"
"8210","2013-2014","WEAPONS",1,"821"
"8230","2013-2014","ASSAULTS",0,"823"
"8240","2013-2014","TAKE OFF",0,"824"
"8250","2013-2014","BURGLARY",0,"825"
"8250","2013-2014","FIRE - INCENDIARY",0,"825"
"8300","2013-2014","THREATS",9,"830"
"8340","2013-2014","WEAPONS",0,"834"
"8350","2013-2014","MORALS OFFENSES",0,"835"
"8380","2013-2014","SUICIDE",0,"838"
"8410","2013-2014","BULLYING",1,"841"
"8410","2013-2014","FIRE - INCENDIARY",0,"841"
"8440","2013-2014","ROBBERY",0,"844"
"7130","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"713"
"7150","2013-2014","TAKE OFF",0,"715"
"6040","2013-2014","TAKE OFF",0,"604"
"6060","2013-2014","HARASSMENT",2,"606"
"6100","2013-2014","HARASSMENT",1,"610"
"6270","2013-2014","THREATS",1,"627"
"6300","2013-2014","FIRE - INCENDIARY",1,"630"
"6350","2013-2014","HARASSMENT",0,"635"
"6440","2013-2014","BULLYING",0,"644"
"6440","2013-2014","DRUGS & ALCOHOL OFFENSE",2,"644"
"7220","2013-2014","TAKE OFF",0,"722"
"7280","2013-2014","WEAPONS",3,"728"
"7300","2013-2014","BURGLARY",0,"730"
"7300","2013-2014","HARASSMENT",0,"730"
"7320","2013-2014","FIRE - INCENDIARY",0,"732"
"7430","2013-2014","VANDALISM",4,"743"
"7470","2013-2014","WEAPONS",1,"747"
"7490","2013-2014","BULLYING",0,"749"
"7510","2013-2014","MORALS OFFENSES",0,"751"
"8020","2013-2014","HARASSMENT",0,"802"
"8180","2013-2014","DISORDERLY CONDUCT",5,"818"
"8180","2013-2014","TRESPASSING",1,"818"
"8200","2013-2014","BOMB SCARE",0,"820"
"8210","2013-2014","SUICIDE",1,"821"
"8370","2013-2014","VANDALISM",0,"837"
"8380","2013-2014","ASSAULTS",0,"838"
"4440","2013-2014","BURGLARY",0,"444"
"5050","2013-2014","BOMB SCARE",0,"505"
"5050","2013-2014","BULLYING",0,"505"
"5080","2013-2014","THEFT",1,"508"
"5300","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"530"
"5330","2013-2014","TAKE OFF",0,"533"
"5340","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"534"
"5370","2013-2014","THREATS",1,"537"
"5400","2013-2014","BOMB SCARE",0,"540"
"5530","2013-2014","THEFT",0,"553"
"5590","2013-2014","DISORDERLY CONDUCT",28,"559"
"5680","2013-2014","THEFT",2,"568"
"1010","2013-2014","THEFT",10,"101"
"1050","2013-2014","THREATS",0,"105"
"1060","2013-2014","ROBBERY",0,"106"
"1100","2013-2014","THEFT",5,"110"
"1190","2013-2014","HARASSMENT",0,"119"
"1250","2013-2014","BULLYING",0,"125"
"1410","2013-2014","BULLYING",1,"141"
"1420","2013-2014","SUICIDE",0,"142"
"5070","2013-2014","MORALS OFFENSES",0,"507"
"5200","2013-2014","SUICIDE",0,"520"
"5230","2013-2014","BULLYING",0,"523"
"5230","2013-2014","ROBBERY",0,"523"
"5330","2013-2014","BULLYING",0,"533"
"5330","2013-2014","ROBBERY",1,"533"
"5440","2013-2014","BOMB SCARE",0,"544"
"5440","2013-2014","BULLYING",0,"544"
"5470","2013-2014","TAKE OFF",0,"547"
"5530","2013-2014","TAKE OFF",0,"553"
"5550","2013-2014","DRUGS & ALCOHOL OFFENSE",3,"555"
"5550","2013-2014","VANDALISM",0,"555"
"6050","2013-2014","MORALS OFFENSES",1,"605"
"6090","2013-2014","FIRE - INCENDIARY",1,"609"
"6090","2013-2014","VANDALISM",10,"609"
"6100","2013-2014","BURGLARY",0,"610"
"6100","2013-2014","THREATS",1,"610"
"6210","2013-2014","BOMB SCARE",0,"621"
"6250","2013-2014","MORALS OFFENSES",1,"625"
"4020","2013-2014","TRESPASSING",3,"402"
"4020","2013-2014","WEAPONS",6,"402"
"1020","2013-2014","TAKE OFF",0,"102"
"1060","2013-2014","FIRE - INCENDIARY",0,"106"
"1130","2013-2014","TRESPASSING",1,"113"
"1230","2013-2014","BOMB SCARE",0,"123"
"1280","2013-2014","HARASSMENT",0,"128"
"1300","2013-2014","ROBBERY",0,"130"
"1330","2013-2014","DISORDERLY CONDUCT",12,"133"
"1380","2013-2014","MORALS OFFENSES",1,"138"
"1390","2013-2014","THEFT",0,"139"
"1580","2013-2014","FIRE - INCENDIARY",0,"158"
"2010","2013-2014","TAKE OFF",0,"201"
"5340","2013-2014","DISORDERLY CONDUCT",5,"534"
"5410","2013-2014","VANDALISM",2,"541"
"5590","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"559"
"6070","2013-2014","TAKE OFF",0,"607"
"6220","2013-2014","TAKE OFF",0,"622"
"6260","2013-2014","BULLYING",0,"626"
"6360","2013-2014","TRESPASSING",2,"636"
"6410","2013-2014","HARASSMENT",0,"641"
"7300","2013-2014","ROBBERY",0,"730"
"7300","2013-2014","TRESPASSING",0,"730"
"2000","2013-2014","THREATS",1,"200"
"2000","2013-2014","WEAPONS",3,"200"
"2190","2013-2014","BURGLARY",0,"219"
"2340","2013-2014","FIRE - INCENDIARY",0,"234"
"2340","2013-2014","THREATS",0,"234"
"2380","2013-2014","BOMB SCARE",0,"238"
"2380","2013-2014","TRESPASSING",0,"238"
"2480","2013-2014","TAKE OFF",0,"248"
"2590","2013-2014","TAKE OFF",0,"259"
"7330","2013-2014","WEAPONS",1,"733"
"7500","2013-2014","THREATS",1,"750"
"7730","2013-2014","ROBBERY",0,"773"
"8030","2013-2014","ROBBERY",4,"803"
"8250","2013-2014","HARASSMENT",0,"825"
"8370","2013-2014","WEAPONS",0,"837"
"8390","2013-2014","TRESPASSING",0,"839"
"8400","2013-2014","BURGLARY",0,"840"
"2720","2013-2014","ROBBERY",0,"272"
"7310","2013-2014","THEFT",0,"731"
"7370","2013-2014","SUICIDE",0,"737"
"7380","2013-2014","TAKE OFF",0,"738"
"7430","2013-2014","BURGLARY",0,"743"
"7470","2013-2014","FIRE - INCENDIARY",0,"747"
"7490","2013-2014","BOMB SCARE",0,"749"
"7500","2013-2014","MORALS OFFENSES",0,"750"
"7500","2013-2014","TAKE OFF",0,"750"
"8020","2013-2014","ROBBERY",9,"802"
"8120","2013-2014","BOMB SCARE",0,"812"
"8180","2013-2014","ASSAULTS",0,"818"
"8210","2013-2014","TRESPASSING",0,"821"
"8270","2013-2014","VANDALISM",0,"827"
"8310","2013-2014","ROBBERY",0,"831"
"8370","2013-2014","ROBBERY",0,"837"
"8380","2013-2014","BOMB SCARE",0,"838"
"8410","2013-2014","ASSAULTS",9,"841"
"8420","2013-2014","BULLYING",0,"842"
"8440","2013-2014","VANDALISM",2,"844"
"8560","2013-2014","BULLYING",0,"856"
"8560","2013-2014","THREATS",0,"856"
"1020","2013-2014","SUICIDE",0,"102"
"1060","2013-2014","THEFT",0,"106"
"1200","2013-2014","THREATS",0,"120"
"1260","2013-2014","VANDALISM",0,"126"
"1300","2013-2014","SUICIDE",0,"130"
"1330","2013-2014","VANDALISM",0,"133"
"1440","2013-2014","ROBBERY",0,"144"
"1460","2013-2014","FIRE - INCENDIARY",0,"146"
"2010","2013-2014","THREATS",7,"201"
"2130","2013-2014","BULLYING",0,"213"
"6440","2013-2014","THREATS",2,"644"
"7120","2013-2014","BURGLARY",0,"712"
"7130","2013-2014","WEAPONS",2,"713"
"7260","2013-2014","HARASSMENT",0,"726"
"7260","2013-2014","SUICIDE",0,"726"
"7320","2013-2014","TRESPASSING",0,"732"
"7330","2013-2014","MORALS OFFENSES",0,"733"
"7350","2013-2014","DISORDERLY CONDUCT",7,"735"
"7350","2013-2014","MORALS OFFENSES",0,"735"
"7470","2013-2014","TRESPASSING",0,"747"
"7500","2013-2014","BULLYING",0,"750"
"8200","2013-2014","TAKE OFF",0,"820"
"2260","2013-2014","ASSAULTS",5,"226"
"2290","2013-2014","MORALS OFFENSES",0,"229"
"2380","2013-2014","SUICIDE",0,"238"
"2380","2013-2014","TAKE OFF",0,"238"
"2380","2013-2014","THREATS",0,"238"
"2580","2013-2014","WEAPONS",0,"258"
"2620","2013-2014","BULLYING",0,"262"
"2690","2013-2014","BURGLARY",0,"269"
"7010","2013-2014","BULLYING",0,"701"
"7010","2013-2014","TRESPASSING",3,"701"
"7120","2013-2014","THEFT",17,"712"
"7300","2013-2014","DRUGS & ALCOHOL OFFENSE",3,"730"
"7350","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"735"
"7390","2013-2014","BURGLARY",2,"739"
"7390","2013-2014","DRUGS & ALCOHOL OFFENSE",3,"739"
"7490","2013-2014","ASSAULTS",4,"749"
"7510","2013-2014","BULLYING",0,"751"
"7510","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"751"
"8230","2013-2014","SUICIDE",0,"823"
"8260","2013-2014","BOMB SCARE",0,"826"
"8310","2013-2014","SUICIDE",0,"831"
"8310","2013-2014","WEAPONS",0,"831"
"2720","2013-2014","BOMB SCARE",0,"272"
"2720","2013-2014","VANDALISM",2,"272"
"8320","2013-2014","HARASSMENT",0,"832"
"8360","2013-2014","THEFT",0,"836"
"8370","2013-2014","HARASSMENT",1,"837"
"8420","2013-2014","SUICIDE",0,"842"
"8430","2013-2014","BULLYING",1,"843"
"8430","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"843"
"4480","2013-2014","ASSAULTS",1,"448"
"4570","2013-2014","TAKE OFF",0,"457"
"4570","2013-2014","THEFT",1,"457"
"2260","2013-2014","BOMB SCARE",0,"226"
"2320","2013-2014","TAKE OFF",0,"232"
"2390","2013-2014","SUICIDE",0,"239"
"2590","2013-2014","FIRE - INCENDIARY",0,"259"
"2620","2013-2014","HARASSMENT",0,"262"
"8410","2013-2014","TRESPASSING",0,"841"
"8430","2013-2014","WEAPONS",0,"843"
"1030","2013-2014","ROBBERY",3,"103"
"1100","2013-2014","DISORDERLY CONDUCT",10,"110"
"1100","2013-2014","SUICIDE",0,"110"
"1190","2013-2014","TRESPASSING",0,"119"
"1280","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"128"
"1300","2013-2014","HARASSMENT",0,"130"
"1330","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"133"
"4140","2013-2014","MORALS OFFENSES",1,"414"
"4240","2013-2014","SUICIDE",0,"424"
"4270","2013-2014","HARASSMENT",0,"427"
"4350","2013-2014","DISORDERLY CONDUCT",41,"435"
"4470","2013-2014","DISORDERLY CONDUCT",48,"447"
"5050","2013-2014","ROBBERY",2,"505"
"5060","2013-2014","ASSAULTS",9,"506"
"4220","2013-2014","SUICIDE",0,"422"
"4370","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"437"
"4370","2013-2014","SUICIDE",0,"437"
"4440","2013-2014","BULLYING",1,"444"
"4570","2013-2014","DISORDERLY CONDUCT",3,"457"
"5060","2013-2014","THREATS",6,"506"
"5070","2013-2014","BURGLARY",0,"507"
"5170","2013-2014","WEAPONS",2,"517"
"5340","2013-2014","WEAPONS",0,"534"
"5410","2013-2014","THREATS",0,"541"
"5170","2013-2014","DRUGS & ALCOHOL OFFENSE",2,"517"
"5260","2013-2014","VANDALISM",3,"526"
"5370","2013-2014","WEAPONS",0,"537"
"5480","2013-2014","TAKE OFF",0,"548"
"5510","2013-2014","BOMB SCARE",0,"551"
"5510","2013-2014","HARASSMENT",0,"551"
"5590","2013-2014","HARASSMENT",1,"559"
"5680","2013-2014","BULLYING",0,"568"
"6050","2013-2014","DISORDERLY CONDUCT",1,"605"
"4220","2013-2014","THEFT",0,"422"
"4240","2013-2014","BURGLARY",0,"424"
"4240","2013-2014","ROBBERY",0,"424"
"4270","2013-2014","BURGLARY",0,"427"
"4300","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"430"
"4350","2013-2014","BOMB SCARE",0,"435"
"4350","2013-2014","FIRE - INCENDIARY",0,"435"
"4470","2013-2014","FIRE - INCENDIARY",0,"447"
"4480","2013-2014","BULLYING",0,"448"
"4560","2013-2014","TAKE OFF",0,"456"
"4570","2013-2014","BOMB SCARE",0,"457"
"1010","2013-2014","TAKE OFF",0,"101"
"1060","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"106"
"1080","2013-2014","FIRE - INCENDIARY",0,"108"
"1360","2013-2014","BULLYING",0,"136"
"1380","2013-2014","BOMB SCARE",0,"138"
"1380","2013-2014","BURGLARY",0,"138"
"1400","2013-2014","MORALS OFFENSES",0,"140"
"1470","2013-2014","BURGLARY",0,"147"
"4030","2013-2014","BURGLARY",0,"403"
"4220","2013-2014","HARASSMENT",0,"422"
"4280","2013-2014","HARASSMENT",0,"428"
"4370","2013-2014","ASSAULTS",0,"437"
"4380","2013-2014","ASSAULTS",3,"438"
"5020","2013-2014","VANDALISM",8,"502"
"5060","2013-2014","BULLYING",1,"506"
"5160","2013-2014","THEFT",3,"516"
"5260","2013-2014","ASSAULTS",3,"526"
"1580","2013-2014","ASSAULTS",1,"158"
"1580","2013-2014","BULLYING",0,"158"
"1580","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"158"
"1580","2013-2014","TAKE OFF",0,"158"
"2000","2013-2014","BULLYING",0,"200"
"2090","2013-2014","THREATS",0,"209"
"2140","2013-2014","BULLYING",0,"214"
"2140","2013-2014","BURGLARY",0,"214"
"2240","2013-2014","THEFT",0,"224"
"2260","2013-2014","FIRE - INCENDIARY",0,"226"
"2370","2013-2014","VANDALISM",7,"237"
"2390","2013-2014","ROBBERY",0,"239"
"2470","2013-2014","WEAPONS",0,"247"
"2520","2013-2014","WEAPONS",0,"252"
"2590","2013-2014","THEFT",1,"259"
"6030","2013-2014","ROBBERY",5,"603"
"6040","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"604"
"6040","2013-2014","THEFT",0,"604"
"6070","2013-2014","TRESPASSING",0,"607"
"6090","2013-2014","WEAPONS",3,"609"
"6310","2013-2014","BULLYING",0,"631"
"6310","2013-2014","VANDALISM",0,"631"
"6390","2013-2014","HARASSMENT",0,"639"
"6410","2013-2014","SUICIDE",0,"641"
"6430","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"643"
"6460","2013-2014","BURGLARY",0,"646"
"6470","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"647"
"6480","2013-2014","THREATS",1,"648"
"7010","2013-2014","MORALS OFFENSES",1,"701"
"7130","2013-2014","HARASSMENT",0,"713"
"7270","2013-2014","WEAPONS",1,"727"
"7280","2013-2014","THEFT",2,"728"
"7290","2013-2014","BOMB SCARE",0,"729"
"5020","2013-2014","WEAPONS",18,"502"
"5050","2013-2014","TRESPASSING",0,"505"
"5090","2013-2014","SUICIDE",0,"509"
"5350","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"535"
"5480","2013-2014","BULLYING",0,"548"
"5500","2013-2014","TRESPASSING",0,"550"
"5510","2013-2014","BURGLARY",0,"551"
"5520","2013-2014","DRUGS & ALCOHOL OFFENSE",3,"552"
"5560","2013-2014","MORALS OFFENSES",0,"556"
"5560","2013-2014","ROBBERY",0,"556"
"5600","2013-2014","SUICIDE",1,"560"
"6210","2013-2014","TAKE OFF",0,"621"
"1020","2013-2014","ASSAULTS",14,"102"
"1250","2013-2014","ROBBERY",0,"125"
"1260","2013-2014","THEFT",1,"126"
"1360","2013-2014","TAKE OFF",0,"136"
"2020","2013-2014","FIRE - INCENDIARY",0,"202"
"6300","2013-2014","TRESPASSING",0,"630"
"6350","2013-2014","ASSAULTS",2,"635"
"6350","2013-2014","ROBBERY",0,"635"
"6470","2013-2014","MORALS OFFENSES",0,"647"
"6480","2013-2014","SUICIDE",0,"648"
"7120","2013-2014","HARASSMENT",6,"712"
"7150","2013-2014","DISORDERLY CONDUCT",19,"715"
"7360","2013-2014","TAKE OFF",0,"736"
"7360","2013-2014","WEAPONS",3,"736"
"7470","2013-2014","TAKE OFF",0,"747"
"7490","2013-2014","TAKE OFF",0,"749"
"1280","2013-2014","BULLYING",0,"128"
"1400","2013-2014","VANDALISM",0,"140"
"1470","2013-2014","BOMB SCARE",0,"147"
"4220","2013-2014","BURGLARY",0,"422"
"4350","2013-2014","SUICIDE",0,"435"
"4380","2013-2014","FIRE - INCENDIARY",0,"438"
"4460","2013-2014","MORALS OFFENSES",2,"446"
"4560","2013-2014","BURGLARY",0,"456"
"4560","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"456"
"4570","2013-2014","TRESPASSING",0,"457"
"5150","2013-2014","ASSAULTS",1,"515"
"5210","2013-2014","ROBBERY",0,"521"
"5300","2013-2014","FIRE - INCENDIARY",1,"530"
"5390","2013-2014","TAKE OFF",0,"539"
"5410","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"541"
"5450","2013-2014","FIRE - INCENDIARY",0,"545"
"5450","2013-2014","HARASSMENT",0,"545"
"5480","2013-2014","SUICIDE",0,"548"
"4020","2013-2014","TAKE OFF",0,"402"
"4030","2013-2014","SUICIDE",0,"403"
"1130","2013-2014","FIRE - INCENDIARY",0,"113"
"1280","2013-2014","TAKE OFF",0,"128"
"1280","2013-2014","VANDALISM",0,"128"
"1330","2013-2014","WEAPONS",3,"133"
"1340","2013-2014","VANDALISM",4,"134"
"1370","2013-2014","BOMB SCARE",0,"137"
"4100","2013-2014","ASSAULTS",7,"410"
"4100","2013-2014","MORALS OFFENSES",1,"410"
"5050","2013-2014","BURGLARY",0,"505"
"5060","2013-2014","FIRE - INCENDIARY",3,"506"
"5160","2013-2014","HARASSMENT",1,"516"
"5320","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"532"
"5320","2013-2014","SUICIDE",0,"532"
"5340","2013-2014","BOMB SCARE",0,"534"
"5340","2013-2014","SUICIDE",0,"534"
"5370","2013-2014","DISORDERLY CONDUCT",4,"537"
"5370","2013-2014","VANDALISM",0,"537"
"5410","2013-2014","SUICIDE",0,"541"
"2490","2013-2014","DISORDERLY CONDUCT",0,"249"
"6310","2013-2014","FIRE - INCENDIARY",0,"631"
"6320","2013-2014","BOMB SCARE",0,"632"
"6340","2013-2014","DISORDERLY CONDUCT",12,"634"
"6360","2013-2014","MORALS OFFENSES",5,"636"
"6480","2013-2014","WEAPONS",2,"648"
"7100","2013-2014","THREATS",4,"710"
"7130","2013-2014","THEFT",1,"713"
"7260","2013-2014","MORALS OFFENSES",0,"726"
"7400","2013-2014","DISORDERLY CONDUCT",13,"740"
"8010","2013-2014","BURGLARY",0,"801"
"2020","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"202"
"2130","2013-2014","THEFT",0,"213"
"2140","2013-2014","TRESPASSING",0,"214"
"2190","2013-2014","BULLYING",0,"219"
"2190","2013-2014","VANDALISM",0,"219"
"2370","2013-2014","SUICIDE",0,"237"
"2520","2013-2014","BOMB SCARE",0,"252"
"2640","2013-2014","FIRE - INCENDIARY",0,"264"
"2650","2013-2014","FIRE - INCENDIARY",0,"265"
"8090","2013-2014","MORALS OFFENSES",1,"809"
"8180","2013-2014","BOMB SCARE",0,"818"
"8200","2013-2014","THEFT",1,"820"
"8240","2013-2014","BULLYING",0,"824"
"8270","2013-2014","BULLYING",0,"827"
"8350","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"835"
"8370","2013-2014","DISORDERLY CONDUCT",5,"837"
"5560","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"556"
"5560","2013-2014","THREATS",1,"556"
"6040","2013-2014","MORALS OFFENSES",0,"604"
"6040","2013-2014","ROBBERY",0,"604"
"6250","2013-2014","TRESPASSING",0,"625"
"6260","2013-2014","DISORDERLY CONDUCT",9,"626"
"6350","2013-2014","THREATS",7,"635"
"6360","2013-2014","VANDALISM",37,"636"
"6410","2013-2014","BURGLARY",0,"641"
"6440","2013-2014","DISORDERLY CONDUCT",2,"644"
"6440","2013-2014","TAKE OFF",0,"644"
"6540","2013-2014","THEFT",0,"654"
"6540","2013-2014","VANDALISM",2,"654"
"7200","2013-2014","THREATS",1,"720"
"7220","2013-2014","TRESPASSING",0,"722"
"5500","2013-2014","BOMB SCARE",0,"550"
"5500","2013-2014","FIRE - INCENDIARY",0,"550"
"2160","2013-2014","BURGLARY",0,"216"
"2210","2013-2014","DISORDERLY CONDUCT",26,"221"
"2390","2013-2014","TAKE OFF",0,"239"
"2690","2013-2014","SUICIDE",0,"269"
"1490","2013-2014","TAKE OFF",0,"149"
"5520","2013-2014","ASSAULTS",6,"552"
"5550","2013-2014","WEAPONS",4,"555"
"5600","2013-2014","ROBBERY",0,"560"
"6010","2013-2014","BOMB SCARE",0,"601"
"6030","2013-2014","MORALS OFFENSES",1,"603"
"6070","2013-2014","SUICIDE",0,"607"
"6070","2013-2014","THEFT",0,"607"
"6210","2013-2014","THREATS",0,"621"
"6220","2013-2014","MORALS OFFENSES",0,"622"
"6300","2013-2014","DISORDERLY CONDUCT",11,"630"
"6310","2013-2014","DISORDERLY CONDUCT",0,"631"
"6310","2013-2014","THREATS",1,"631"
"6430","2013-2014","DISORDERLY CONDUCT",0,"643"
"6480","2013-2014","BOMB SCARE",0,"648"
"6540","2013-2014","HARASSMENT",0,"654"
"8020","2013-2014","SUICIDE",0,"802"
"4020","2013-2014","ASSAULTS",41,"402"
"4140","2013-2014","ASSAULTS",10,"414"
"4220","2013-2014","VANDALISM",0,"422"
"8140","2013-2014","DISORDERLY CONDUCT",19,"814"
"8160","2013-2014","FIRE - INCENDIARY",0,"816"
"8160","2013-2014","THEFT",1,"816"
"8240","2013-2014","THEFT",1,"824"
"8310","2013-2014","MORALS OFFENSES",0,"831"
"8440","2013-2014","HARASSMENT",0,"844"
"4370","2013-2014","ROBBERY",0,"437"
"7290","2013-2014","TAKE OFF",0,"729"
"2140","2013-2014","THREATS",1,"214"
"2380","2013-2014","WEAPONS",0,"238"
"2470","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"247"
"2520","2013-2014","BULLYING",0,"252"
"2590","2013-2014","WEAPONS",0,"259"
"2630","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"263"
"7290","2013-2014","THEFT",0,"729"
"7320","2013-2014","ROBBERY",0,"732"
"7440","2013-2014","MORALS OFFENSES",0,"744"
"7510","2013-2014","WEAPONS",2,"751"
"8010","2013-2014","ROBBERY",2,"801"
"8180","2013-2014","SUICIDE",0,"818"
"8180","2013-2014","TAKE OFF",0,"818"
"8320","2013-2014","THEFT",1,"832"
"8380","2013-2014","VANDALISM",1,"838"
"7130","2013-2014","FIRE - INCENDIARY",0,"713"
"7200","2013-2014","SUICIDE",0,"720"
"5470","2013-2014","MORALS OFFENSES",2,"547"
"5470","2013-2014","THEFT",0,"547"
"5530","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"553"
"5600","2013-2014","DRUGS & ALCOHOL OFFENSE",2,"560"
"6010","2013-2014","TRESPASSING",1,"601"
"6250","2013-2014","WEAPONS",1,"625"
"6340","2013-2014","TRESPASSING",0,"634"
"6440","2013-2014","ROBBERY",0,"644"
"6460","2013-2014","FIRE - INCENDIARY",0,"646"
"7100","2013-2014","MORALS OFFENSES",7,"710"
"7220","2013-2014","HARASSMENT",0,"722"
"7280","2013-2014","BOMB SCARE",0,"728"
"7280","2013-2014","BULLYING",0,"728"
"7280","2013-2014","THREATS",3,"728"
"7300","2013-2014","DISORDERLY CONDUCT",9,"730"
"7310","2013-2014","BOMB SCARE",0,"731"
"7330","2013-2014","SUICIDE",0,"733"
"7360","2013-2014","BULLYING",0,"736"
"7360","2013-2014","FIRE - INCENDIARY",0,"736"
"7370","2013-2014","DRUGS & ALCOHOL OFFENSE",2,"737"
"7380","2013-2014","HARASSMENT",0,"738"
"7430","2013-2014","MORALS OFFENSES",0,"743"
"7460","2013-2014","THEFT",1,"746"
"7510","2013-2014","THREATS",1,"751"
"7730","2013-2014","TRESPASSING",0,"773"
"8010","2013-2014","SUICIDE",0,"801"
"8040","2013-2014","MORALS OFFENSES",0,"804"
"8260","2013-2014","ROBBERY",0,"826"
"8320","2013-2014","ASSAULTS",2,"832"
"8410","2013-2014","WEAPONS",0,"841"
"8420","2013-2014","MORALS OFFENSES",0,"842"
"8440","2013-2014","TRESPASSING",1,"844"
"5070","2013-2014","SUICIDE",0,"507"
"5300","2013-2014","BURGLARY",0,"530"
"5300","2013-2014","TAKE OFF",0,"530"
"5320","2013-2014","BURGLARY",1,"532"
"5330","2013-2014","FIRE - INCENDIARY",0,"533"
"5370","2013-2014","BOMB SCARE",0,"537"
"5390","2013-2014","THEFT",0,"539"
"5410","2013-2014","DISORDERLY CONDUCT",2,"541"
"5410","2013-2014","WEAPONS",0,"541"
"5450","2013-2014","BOMB SCARE",0,"545"
"5510","2013-2014","VANDALISM",1,"551"
"1010","2013-2014","ROBBERY",4,"101"
"1020","2013-2014","ROBBERY",2,"102"
"1200","2013-2014","BOMB SCARE",0,"120"
"1230","2013-2014","BULLYING",0,"123"
"1250","2013-2014","TRESPASSING",0,"125"
"1260","2013-2014","WEAPONS",2,"126"
"1350","2013-2014","BULLYING",0,"135"
"1440","2013-2014","TAKE OFF",0,"144"
"1460","2013-2014","TAKE OFF",0,"146"
"8560","2013-2014","BURGLARY",0,"856"
"5050","2013-2014","THEFT",1,"505"
"5090","2013-2014","BOMB SCARE",0,"509"
"5170","2013-2014","FIRE - INCENDIARY",0,"517"
"5210","2013-2014","THEFT",0,"521"
"5250","2013-2014","VANDALISM",1,"525"
"5300","2013-2014","MORALS OFFENSES",0,"530"
"5300","2013-2014","THREATS",0,"530"
"5410","2013-2014","BOMB SCARE",0,"541"
"5470","2013-2014","WEAPONS",3,"547"
"5500","2013-2014","ROBBERY",0,"550"
"5590","2013-2014","MORALS OFFENSES",1,"559"
